type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes_1,default_attributes,attributes_2,image_id/gallery_image_ids,attributes_3,downloads,downloads_4,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
simple,,Автокресло Lorelli Maranello ,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Maranello относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p>Подголовник регулируется по мере роста ребенка - 4 положения регулировки. В кресле предусмотрены удобные подлокотники. </p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
				</div>",,,taxable,standard,1,0,1,,,1,,"1414,8",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/399/LM.jpg,,,,,,,,
simple,,Автокресло Lorelli X-driver Plus ,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Lorelli X-driver Plus относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p><br> Подголовник регулируется по мере роста ребенка. В кресле предусмотрены удобные подлокотники.</p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p>Наличие мягкого матрасика на сиденьи.</p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"1519,6",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/397/X-D3.jpg,,,,,,,,
simple,,Автокресло Lorelli X-DRIVE PREMIUM,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло <span>X-DRIVE PREMIUM</span> относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p>Подголовник регулируется по мере роста ребенка - 4 положения регулировки. В кресле предусмотрены удобные подлокотники. </p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p>Наличие мягкого матрасика на сиденьи.</p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"1938,8",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/400/X-DP.jpg,,,,,,,,
simple,,Автокресло Lorelli UNO ,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Lorelli Uno относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p>Подголовник регулируется по мере роста ребенка - 4 положения регулировки. В кресле предусмотрены удобные подлокотники. </p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p>Наличие мягкого матрасика на сиденьи.</p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,1370,,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/395/57.jpg,,,,,,,,
simple,,Автокресло Lorelli Kiddy ,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Kiddy относится к весовой категории 9 -36кг и является креслом премиум-класса данного бренда.</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p>Подголовник регулируется по мере роста ребенка - 4 положения регулировки. В кресле предусмотрены удобные подлокотники. Отличие данного кресла - в ортопедическом матрасике, он комфортно поддерживает голову ребенка во время движения с помощью улучшенной боковой защиты.</p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"1493,4",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/398/LK2.jpg,,,,,,,,
simple,,"Универсальная коляска-трансформер Taurus , Trans baby ",1,1,visible,,"<div class=""b-description"">
				<p>Универсальная коляска Taurus , Trans baby</p>
<p> </p>
<p>Характеристики дитячої коляски Taurus, Trans baby:</p>
<table>
<tbody>
<tr>
<td><strong>Шасі (рама):</strong>
<p> </p>
<p>- Швидке і зручне складання рами;<br> - Гальма на задніх колесах;<br> - При необхідності колеса легко і швидко знімаються;<br> - Відмінна пружинна амортизація (4 амортизатора) з регулюванням жорсткості;<br> - Перекидна регульована ручка.</p>
<p><strong>Конверт для немовлят від 0 до 6 міс.:</strong></p>
<p>- Конверт вставляється в імітований короб;<br> - Конверт з жорстким дном, високими бортами, кришкою на замочку і козирком;<br> - Внутрішня оббивка конверту виконана з бавовняної тканини;<br> - Ручки для перенесення конверту;<br> - Зверху короб і конверт закривається чохлом.</p>
<p><strong>Гарантія:</strong> 12 міс.</p>
<p><strong>Виробник:</strong> Trans baby (Україна)</p>
</td>
<td><strong>Прогулянковий блок для дітей від 6 міс.:</strong>
<p> </p>
<p>- Широке зручне прогулянкове сидіння з регулюванням спинки в трьох положеннях (сидячи, лежачи і напівлежачи);<br> - Просторе спальне місце;<br> - П’ятиточні ремені безпеки з м’якими накладками і обмежувальний бампер;<br> - Великий капюшон з оглядовим віконцем і кишенею для дрібниць;<br> - Нова система підвіски;<br> - Всі деталі нікельовані;<br> - Підлокітники;<br> - Перекладина перед дитиною;<br> - Додаткова подовжена перегородка;<br> - Проста система складання.</p>
<p><strong>Параметри:</strong></p>
<p>Розміри в розкладеному вигляді (Ш / Д / В): 60см/83см/105см<br> Розміри в складеному вигляді (Ш / Д / В): 52см/80см/105см<br> Вага коляски: 15,5 кг</p>
<p><strong>Колір:</strong> в асортименті.</p>
</td>
</tr>
</tbody>
</table>
<p>Цена: колеса на спицах - 1350 грн. Колеса на подшипниках — 1400 грн.</p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"3563,2",,100,Коляски детские универсальные > Детские коляски Adamex  > Универсальные детские коляски Coletto (Польша) > Детские универсальные коляски Tako (Польша) > Универсальные детские коляски Roan > Универсальные детские коляски Verdi (Польша) > Универсальные детские коляски Tutek (Польша) > Детские коляски Trans Baby (UA),,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/629/08-05_т.серый+оранжевый_.jpg,,,,,,,,
simple,,"Универсальная коляска-трансформер Jumper DUO, Trans baby ",1,1,visible,,"<div class=""b-description"">
				<p>Универсальная коляска Jumper для близнецов, Trans baby</p>
<p> </p>
<p>Характеристики універсальної коляски 2 в 1 Jumper, Trans baby:</p>
<table>
<tbody>
<tr>
<td>
<p><strong>Рама:</strong></p>
<p>- Високоміцного металу з легкою системою складання;<br> - Ручка регулюється по висоті;<br> - М’які амортизатори (при бажанні блокуються);<br> - Передні надувні поворотні колеса, що фіксуються;<br> - Надувні задні колеса на підшипниках;<br> - Оснащена центральною системою гальмування Easy Stop.</p>
<p><strong>Люлька:</strong></p>
<p>- Корзина міцна і дуже містка;<br> - Вбудована ручка для перенесення;<br> - Три положення нахилу спинки;<br> - Матрац і оббивка виготовлені з бавовняної тканини;<br> - В капюшоні є оглядове віконце;<br> - Можна ставити в обох напрямках;<br> - Чохол з козирком.</p>
<p><strong> </strong></p>
</td>
<td>
<p><strong>Прогулянковий блок:</strong></p>
<p>- П’ятиточні ремені безпеки;<br> - Сидіння можна ставити в обох напрямках;<br> - Регулюється підніжка і спинка сидіння до лежачого положення;<br> - Сітка для циркуляції повітря;<br> - Бампер;</p>
<p><strong>Параметри:</strong></p>
<p>Розміри в розкладеному вигляді (Ш / Д / В): 75см/77см/105см<br> Розміри в складеному вигляді (Ш / Д / В): 75см/88см/34см<br> Вага коляски: 26,5 кг.<br> Вага люльки: 4,8 кг.</p>
<p><strong>Колір:</strong> в асортименті.</p>
<p><strong>Виробник:</strong> Trans baby (Україна)</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,9956,,100,Коляски детские универсальные > Детские коляски Adamex  > Универсальные детские коляски Coletto (Польша) > Детские универсальные коляски Tako (Польша) > Универсальные детские коляски Roan > Универсальные детские коляски Verdi (Польша) > Универсальные детские коляски Tutek (Польша) > Детские коляски Trans Baby (UA),,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/625/tb-jumper-duo-02-27.jpg,,,,,,,,
simple,,"Универсальная коляска-трансформер Taurus Duo, Trans baby ",1,1,visible,,"<div class=""b-description"">
				<p>Универсальная коляска Taurus Duo для близнецов, Trans baby</p>
<p>Характеристики дитячої коляски Taurus Duo, Trans baby:</p>
<p> </p>
<table>
<tbody>
<tr>
<td>
<p><strong>Шасі (рама):</strong></p>
<p>- Швидке і зручне складання рами;<br> - Оснащена центральною системою гальмування Easy Stop на задніх колесах;<br> - При необхідності колеса легко і швидко знімаються;<br> - Відмінна пружинна амортизація (4 амортизатора) з регулюванням жорсткості;<br> - Перекидна регульована ручка.</p>
<p><strong>Конверти для немовлят від 0 до 6 міс.:</strong></p>
<p>- Конверти вставляються в імітований короб;<br> - Конверти з жорстким дном, високими бортами, кришкою на замочку і козирком;<br> - Внутрішня оббивка конверта виконана з х / б тканини;<br> - Ручки для перенесення конверта;<br> - Зверху короб і конверт закривається чохлом.</p>
<p><strong>Параметри:</strong></p>
<p>Розміри в розкладеному вигляді (Ш / Д / В): 74см/90см/118см<br> Розміри в складеному вигляді (Ш / Д / В): 74см/90см/45см<br> Вага коляски: 23 кг.</p>
</td>
<td>
<p><strong>Прогулянковий блок для дітей від 6 міс.:</strong></p>
<p>- Два широких і зручних прогулянкових сидіння з регулюванням спинки в трьох положеннях (сидячи, лежачи і напівлежачи);<br> - Два просторих спальних місця;<br> - П’ятиточні ремені безпеки з м’якими накладками для кожної дитини окремо і обмежувальний бампер;<br> - Великий капюшон з оглядовим віконцем і кишенею для дрібниць;<br> - Усі деталі нікельовані;<br> - Підлокітники;<br> - Перекладина перед дитиною;<br> - Додаткова подовжена перегородка;<br> - Проста система складання.</p>
<p><strong>Колір:</strong> в асортименті.</p>
<p><strong>Гарантія:</strong> 12 міс.</p>
<p><strong>Виробник:</strong> Trans baby (Україна)</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"5397,2",,100,Коляски детские универсальные > Детские коляски Adamex  > Универсальные детские коляски Coletto (Польша) > Детские универсальные коляски Tako (Польша) > Универсальные детские коляски Roan > Универсальные детские коляски Verdi (Польша) > Универсальные детские коляски Tutek (Польша) > Детские коляски Trans Baby (UA),,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/630/02-46.jpg,,,,,,,,
simple,,Автокресло Lorelli Junior ,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Lorelli Junior относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p><br> Подголовник регулируется по мере роста ребенка. В кресле предусмотрены удобные подлокотники.</p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточная система фиксации ребенка. </p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"1388,6",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/393/L3.jpg,,,,,,,,
simple,,Автокресло Lorelli Junior  Plus,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Lorelli Junior  Plus относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p><br> Подголовник регулируется по мере роста ребенка. В кресле предусмотрены удобные подлокотники.</p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p>Наличие мягкого матрасика на сиденьи.</p>
<p><br> <strong>Производитель: Lorelli (Болгария)</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"1388,6",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/392/JP2.jpg,,,,,,,,
simple,,Автокресло Coletto Vivaro ,1,1,visible,,"<div class=""b-description"">
				<p>АВТОКРЕСЛО ВЕСОВОЙ КАТЕГОРИИ 9 -36кг/</p>
<p><strong>Автокресло Coletto Vivaro</strong> предназначено для детей весом от 9  до 36 кг с учетом их возрастных особенностей. </p>
<p>Подголовник регулируется по мере роста ребенка в 7 позициях. В кресле предусмотрены удобные подлокотники. продумана система SPS: дополнительная защита в случае бокового столкновения.</p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой и, при этом, не вызывает прения кожи ребенка.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточная система фиксации ребенка. </p>
<p>Автокресло Vivaro от польской компании Coletto имеет  <strong>краш-тесты</strong>  , проведенных в Институте TNO в Нидерландах (один из самых оснащенных исследовательских центров в мире для выполнения краш-тестов).</p>
<p><strong>Производитель: Coletto (Польша).</strong></p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"3248,8",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/382/v.jpg,,,,,,,,
simple,,Автокресло Coletto Sportivo Only (кожа) ,1,1,visible,,"<div class=""b-description"">
				<p>АВТОКРЕСЛО ВЕСОВОЙ КАТЕГОРИИ 9-36кг</p>
<p> </p>
<p>Комфортное, безопасное автомобильное кресло с современным спортивным дизайном от известного европейского производителя <strong>Coletto</strong>.</p>
<p><strong>Характеристики:</strong></p>
<ul>
<li>для детей примерно от 9 месяцев до 12 лет;</li>
</ul>
<ul>
<li>оборудовано системой SPS (Система боковой защиты) для дополнительной защиты от боковых ударов;</li>
<li>4 позиции наклона спинки (из сидячего в полулежащее положение);</li>
<li>пятиточечные ремни безопасности с мягкими накладками;</li>
<li>регулировка высоты ремней безопасности;</li>
<li>регулировка высоты подголовника;</li>
<li>низкая база автокресла;</li>
<li>установка кресла по ходу движения;</li>
<li>обивка кресла изготовлена по технологии перфорации. что делает его более износостойким;</li>
<li>боковинки кресла выполнены из кожи;</li>
<li>вес: 8,5 кг.</li>
</ul>
<p><strong>Производитель:Coletto (Польша)</strong></p>
<p><strong>Краш-тесты по данной модели - </strong><a href=""http://coletto.pl/pl/produkty/foteliki-samochodowe/58"" target=""_blank"">http://coletto.pl/pl/produkty/foteliki-samochodowe/58</a></p>
<p>ВНИМАНИЕ: модель Sportivo в ткани - 1070грн, модель Sportivo Only с элементами эко-кожи - 1130грн</p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,3668,,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/384/spo2.jpg,,,,,,,,
simple,,Универсальная коляска Verdi Avenir 2 в 1,1,1,visible,,"<div class=""b-description"">
				<p>Яркая, стильная, комфортная коляска от польского производителя Verdi станет вашей несомненной помошницей в прогулках с малышом. А ее стильный дизайн не оставит вас незамеченной на улицах города. </p>
<p>Алюминиевое устойчивое шасси, блоки устанавливаются в любом направлении. Регулируемая ручка, обтянута эко-кожей.</p>
<p>Надувные колеса, центральный тормоз, комфортная система амортизации.</p>
<p>В люльке предусмотрена удобная ручка для переноса. Несколько положений регулировки спинки, матрасик с пропиткой Алое Вера.</p>
<p>Обивка люльки - 100% хлопок.</p>
<p>Прогулочный блок также имеет несколько положений регулировки спинки. Съемный бампер, подножка из защитного материала, также с регулировкой по высоте. Ремни безопасности, широкое посадочное место, съемные внутренние накладки.</p>
<p>В комплектацию универсальной коляски Verdi Avenir 2 в 1 входят: чехол для прогулки и для люльки, москитная сетка, дождевик, сумка для мамы, корзина для покупок, люлька и прогулочный блок, шасси.</p>
<p></p>
<p>Вес коляски 14-15кг.</p>
<p>Ширина шасси 60см (для стандартного лифта).</p>
<p>Длина люльки 90 см.</p>
<p><span>Более детально рассмотреть модель и расцветки можно на сайте производителя - </span><a moz-do-not-send=""true"" href=""http://www.verdi.co/?page=faster&amp;menu=hidden"" data-vdir-href=""https://mail.yandex.ua/re.jsx?uid=199183412&amp;h=a,TMmf99fshOlHf1hyFi_QVQ&amp;l=aHR0cDovL3d3dy52ZXJkaS5jby8_cGFnZT1mYXN0ZXImbWVudT1oaWRkZW4"" data-orig-href=""http://www.verdi.co/?page=faster&amp;menu=hidden"" class=""daria-goto-anchor"" target=""_blank"">http://www.verdi.co/?page<wbr></wbr>=faster&amp;menu=hidden</a></p>
<p>Производитель: Verdi.</p>
				</div>",,,taxable,standard,1,0,1,,,1,,8908,,100,Коляски детские универсальные > Детские коляски Adamex  > Универсальные детские коляски Coletto (Польша) > Детские универсальные коляски Tako (Польша) > Универсальные детские коляски Roan > Универсальные детские коляски Verdi (Польша),,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/765/020141026204220.png,,,,,,,,
simple,,Автокресло Lorelli Junior PREMIUM,1,1,visible,,"<div class=""b-description"">
				<p>Автокресло Lorelli Junior  PREMIUM относится к весовой категории 9 -36кг</p>
<p>Данное автокресло может использоваться как стационарно, так и преобразовываться отдельно в бустер (для самой старшей группы).</p>
<p><br>Подголовник регулируется по мере роста ребенка. В кресле предусмотрены удобные подлокотники.</p>
<p>Обивка кресла пошита из комбинированной ткани, частично по типу перфорации, что делает ее особенно износостойкой.</p>
<p>Автокресло устанавливается с помощью ремней безопасности автомобиля, пятиточечная система фиксации ребенка. </p>
<p>Наличие мягкого матрасика на сиденьи.</p>
<p><br><strong>Производитель: Lorelli (Болгария)</strong></p>
				</div>",,,taxable,standard,1,0,1,,,1,,1441,,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/828/JP.jpg,,,,,,,,
simple,,Автокресло Coletto Sportivo (ткань) ,1,1,visible,,"<div class=""b-description"">
				<p>АВТОКРЕСЛО ВЕСОВОЙ КАТЕГОРИИ 9-36кг</p>
<p> </p>
<p>Комфортное, безопасное автомобильное кресло с современным спортивным дизайном от известного европейского производителя <strong>Coletto</strong>.</p>
<p><strong>Характеристики:</strong></p>
<ul>
<li>для детей примерно от 9 месяцев до 12 лет;</li>
</ul>
<ul>
<li>оборудовано системой SPS (Система боковой защиты) для дополнительной защиты от боковых ударов;</li>
<li>4 позиции наклона спинки (из сидячего в полулежащее положение);</li>
<li>пятиточечные ремни безопасности с мягкими накладками;</li>
<li>регулировка высоты ремней безопасности;</li>
<li>регулировка высоты подголовника;</li>
<li>низкая база автокресла;</li>
<li>установка кресла по ходу движения;</li>
<li>обивка кресла изготовлена по технологии перфорации. что делает его более износостойким;</li>
<li>вес: 8,5 кг.</li>
</ul>
<p><strong>Производитель:Coletto (Польша)</strong></p>
<p><strong>Краш-тесты по данной модели - </strong><a href=""http://coletto.pl/wozek.php/sportivo/48"" target=""_blank"">http://coletto.pl/wozek.php/sportivo/48</a></p>
<p> </p>
<div class=""b-title b-title_type_product""></div>
				</div>",,,taxable,standard,1,0,1,,,1,,"3248,8",,100,"Автокресла детские > Детские автокресла группа 0+/1 (0-18 кг), 1 (9-18кг) > Детские автокресла группа 0+/2 (0-25кг), 1/2 (9-25кг) > Детские автокресла группа 1/2/3 (9-36кг), 3 (15-36кг)",,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/380/sp2.jpg,,,,,,,,
simple,,Коляска универсальная Verdi Q-8 ,1,1,visible,,"<div class=""b-description"">
				<p>Детская универсальная коляска 2 в 1 Verdi Q-8 2 в 1 отлично подойдет для деток от рождения до 3 лет.</p>
<p>Польский производитель колясок, фирма VERDI, уверенно занимает первые позиции на рынке детских товаров Польши. Многолетний опыт, современный дизайн и высокое качество снискали признание не только на рынках Европы, но и за океаном. Каждый родитель сможет найти в ассортименте колясок Verdi идеальный вариант для своей крохи. Удобные, обладающие привлекательным дизайном, легкие и надежные коляски не оставят равнодушными. Одним из преимуществ компании является оптимальное соотношение цены и качества производимой продукции. Также успех компании напрямую зависит от высококачественных материалов, из которых изготавливаются детские коляски. Коляски практичные, удобные, легкие, оригинальные по дизайну и доступные по цене</p>
<p>Удобная маневренная коляска, с передними поворотными колесами, отличной амортизацией. Регулируемая ручка, сумка в комлекте. Обивка люльки - хлопок. Наружные материалы коляски - грязе-водо-отталкивающие, не выгорает на солнце. Широкая цветовая гамма. Возможность установки автокресла.   Ширина колесной базы - 63см. Вес коляски с люлькой - 14кг. Длина люльки 80см, ширина 37см, глубина 20см.</p>
<p>Производитель: Verdi (Польша).</p>
<div class=""b-title b-title_type_product"">Характеристики</div>
<table class=""b-product-info"">
<tbody>
<tr><th class=""b-product-info__header"" colspan=""2"">Основные</th></tr>
<tr>
<td class=""b-product-info__cell"">Производитель <span class=""icon-help "" id=""product-attribute-0-0""> </span></td>
<td class=""b-product-info__cell"">Verdi</td>
</tr>
<tr>
<td class=""b-product-info__cell"">Тип задних колес</td>
<td class=""b-product-info__cell"">Одинарные</td>
</tr>
</tbody>
</table>
<p><span face=""Arial Cyr"" style=""font-family: 'Arial Cyr';"">Более детально ознакомиться с расцветками и характеристиками можно  на сайте производителя</span></p>
<p><span face=""Arial Cyr"" style=""font-family: 'Arial Cyr';""><a moz-do-not-send=""true"" href=""http://www.verdi.co/?page=q8&amp;menu=hidden"" target=""_blank"" data-vdir-href=""https://mail.yandex.ua/re.jsx?uid=199183412&amp;h=a,KJ8BSN3MiREtFCjUkIGEOg&amp;l=aHR0cDovL3d3dy52ZXJkaS5jby8_cGFnZT1xOCZtZW51PWhpZGRlbg"" data-orig-href=""http://www.verdi.co/?page=q8&amp;menu=hidden"" class=""daria-goto-anchor""></a><a href=""http://www.verdi.co/?page=q8&amp;menu=hidden"" data-vdir-href=""https://mail.yandex.ua/re.jsx?uid=199183412&amp;h=a,KJ8BSN3MiREtFCjUkIGEOg&amp;l=aHR0cDovL3d3dy52ZXJkaS5jby8_cGFnZT1xOCZtZW51PWhpZGRlbg"" data-orig-href=""http://www.verdi.co/?page=q8&amp;menu=hidden"" class=""daria-goto-anchor"" target=""_blank"">http://www.verdi.co/?page<wbr></wbr>=q8&amp;menu=hidden</a></span></p>
				</div>",,,taxable,standard,1,0,1,,,1,,"6130,8",,100,Коляски детские универсальные > Детские коляски Adamex  > Универсальные детские коляски Coletto (Польша) > Детские универсальные коляски Tako (Польша) > Универсальные детские коляски Roan > Универсальные детские коляски Verdi (Польша),,worldwide,,,,,http://ukrainian-angels.com.ua/assets/images/gallery/598/q81.jpg,,,,,,,,
